"instance_index","explanation","justification"
1191,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
1192,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
1193,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
1194,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
1195,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
1196,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
1197,"AverageMInFile is between 4 (incl) to 52 (incl) THEN RiskPerformance is Bad","There were 2030 clients which match the conditions of this rule in the training dataset. Out of these 1489 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
1198,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
1199,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
1200,"MSinceOldestTradeOpen is between 4 (incl) to 97 (incl) THEN RiskPerformance is Bad","There were 1286 clients which match the conditions of this rule in the training dataset. Out of these 953 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  74 %."
1201,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
1202,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
1203,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
1204,"NumInqLast6M is between 6 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 182 clients which match the conditions of this rule in the training dataset. Out of these 149 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
1205,"PercentTradesNeverDelq is lower than 86 (incl) THEN RiskPerformance is Bad","There were 67 clients which match the conditions of this rule in the training dataset. Out of these 61 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  90 %."
1206,"PercentTradesWBalance is between 88 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1898 clients which match the conditions of this rule in the training dataset. Out of these 1384 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
1207,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
1208,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
1209,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
1210,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
1211,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
1212,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
1213,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
1214,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
1215,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
1216,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
1217,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
1218,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
1219,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
1220,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
1221,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
1222,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
1223,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
1224,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
1225,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
1226,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
1227,"MSinceOldestTradeOpen is between 4 (incl) to 97 (incl) THEN RiskPerformance is Bad","There were 1286 clients which match the conditions of this rule in the training dataset. Out of these 953 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  74 %."
1228,"PercentTradesNeverDelq is lower than 86 (incl) THEN RiskPerformance is Bad","There were 67 clients which match the conditions of this rule in the training dataset. Out of these 61 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  90 %."
1229,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
1230,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
1231,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
